GKEU26NE3FHEQ4HT,JRTCKXETXF,GKEU26NE3FHEQ4HT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.944 per Dedicated RHEL c5d.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.944,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5d.4xlarge,Yes,Compute optimized,16,Intel Xeon Platinum 8124M,3.0 Ghz,32 GiB,1 x 400 NVMe SSD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c5d.4xlarge,RunInstances:0010,Used,Upto 2250 Mbps,68,,Yes,,,,,,,,,,,,,,,,,,,,32,,NA,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",Amazon Elastic Compute Cloud
Q3TD6WUCSMQTC4HG,JRTCKXETXF,Q3TD6WUCSMQTC4HG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.962 per Dedicated RHEL c5d.9xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.962,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5d.9xlarge,Yes,Compute optimized,36,Intel Xeon Platinum 8124M,3.0 Ghz,72 GiB,1 x 900 NVMe SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c5d.9xlarge,RunInstances:0010,Used,4500 Mbps,141,,Yes,,,,,,,,,,,,,,,,,,,,72,,NA,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",Amazon Elastic Compute Cloud
XSGBVU85MUDPAQXR,JRTCKXETXF,XSGBVU85MUDPAQXR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.162 per Dedicated RHEL c5d.large Instance Hour,01/08/2018,0,Inf,Hrs,0.162,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5d.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.0 Ghz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c5d.large,RunInstances:0010,Used,Upto 2250 Mbps,9,,Yes,,,,,,,,,,,,,,,,,,,,4,,NA,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",Amazon Elastic Compute Cloud
AJKM5G5NEKXXWQUN,JRTCKXETXF,AJKM5G5NEKXXWQUN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.264 per Dedicated RHEL c5d.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.264,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5d.xlarge,Yes,Compute optimized,4,Intel Xeon Platinum 8124M,3.0 Ghz,8 GiB,1 x 100 NVMe SSD,Up to 10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c5d.xlarge,RunInstances:0010,Used,Upto 2250 Mbps,17,,Yes,,,,,,,,,,,,,,,,,,,,8,,NA,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",Amazon Elastic Compute Cloud
6FWXGNKA63Z8BMCH,JRTCKXETXF,6FWXGNKA63Z8BMCH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.130 per Dedicated RHEL cc2.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,2.13,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,cc2.8xlarge,No,Compute optimized,32,Intel Xeon E5-2670,2.6 GHz,60.5 GiB,4 x 840,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:cc2.8xlarge,RunInstances:0010,Used,,88,,,,,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
N4AWRPYC2F4YT3WW,JRTCKXETXF,N4AWRPYC2F4YT3WW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.630 per Dedicated RHEL cr1.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.63,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,cr1.8xlarge,No,Memory optimized,32,Intel Xeon E5-2670,,244 GiB,2 x 120 SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:cr1.8xlarge,RunInstances:0010,Used,,88,,,,,,,,,,,,,,,,,,,,,,64,,NA,,Amazon Elastic Compute Cloud
9CHFMGVK3AF7D8KU,JRTCKXETXF,9CHFMGVK3AF7D8KU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.661 per Dedicated Usage RHEL d2.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.661,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,d2.2xlarge,Yes,Storage optimized,8,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,61 GiB,6 x 2000 HDD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:d2.2xlarge,RunInstances:0010,Used,,28,,Yes,,,,,,,,,,,,,,,,,,,,16,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
GT4TKK9K9AXX36E5,JRTCKXETXF,GT4TKK9K9AXX36E5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.179 per Dedicated Usage RHEL d2.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.179,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,d2.4xlarge,Yes,Storage optimized,16,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,122 GiB,12 x 2000 HDD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:d2.4xlarge,RunInstances:0010,Used,,56,,Yes,,,,,,,,,,,,,,,,,,,,32,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
XHTGRKAAUAXJEMXS,JRTCKXETXF,XHTGRKAAUAXJEMXS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.65 per Dedicated Usage RHEL d2.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,5.65,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,d2.8xlarge,Yes,Storage optimized,36,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,244 GiB,24 x 2000 HDD,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:d2.8xlarge,RunInstances:0010,Used,,116,,Yes,,,,,,,,,,,,,,,,,,,,64,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
P2X2N5M2PU9A9XS4,JRTCKXETXF,P2X2N5M2PU9A9XS4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.825 per Dedicated Usage RHEL d2.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.825,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,d2.xlarge,Yes,Storage optimized,4,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,30.5 GiB,3 x 2000 HDD,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:d2.xlarge,RunInstances:0010,Used,,14,,Yes,,,,,,,,,,,,,,,,,,,,8,,NA,Intel AVX; Intel AVX2; Intel Turbo,Amazon Elastic Compute Cloud
